City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
285,padang,-0.9492,100.3543,24.86,86,71,1.26,ID,1690325055
286,ferkessedougou,9.6,-5.2,24.21,89,98,2.26,CI,1690325170
287,salinas,36.6777,-121.6555,37.54,60,0,6.17,US,1690325171
288,graaff-reinet,-32.2522,24.5308,13.09,24,81,3.49,ZA,1690325171
289,klyuchi,52.2667,79.1667,17.34,60,1,2.49,RU,1690325172
290,kapoeta,4.7717,33.5903,24.46,67,68,1.44,SS,1690325172
291,eraan,9.0629,117.7016,26.26,89,82,5.26,PH,1690325172
292,zapolyarnyy,69.4154,30.8136,8.6,98,100,1.49,RU,1690325172
293,bonito,-21.1211,-56.4819,23.27,37,2,1.2,BR,1690325130
294,strelka,58.0728,93.0344,16.56,99,90,1.19,RU,1690325173
295,codrington,-38.2667,141.9667,7.37,89,100,3.21,AU,1690325173
296,el hadjira,32.6134,5.5126,37.27,9,0,2.48,DZ,1690325173
297,nieuw amsterdam,5.8833,-55.0833,25.08,91,66,3.1,SR,1690325174
298,hasaki,35.7333,140.8333,29.22,80,79,3.54,JP,1690325174
299,nema,57.5067,50.5011,12.77,96,25,0.9,RU,1690325174
300,fonte boa,-2.4959,-66.2662,27.7,61,83,0.93,BR,1690325174
301,port augusta,-32.5,137.7667,10.22,61,0,1.01,AU,1690325175
302,riversdale,18.1659,-76.9642,30.92,71,94,0.67,JM,1690325175
303,mkushi,-13.6202,29.3939,13.8,45,25,3.6,ZM,1690325175
304,tranas,58.0372,14.9782,11.33,93,3,3.66,SE,1690325175
305,thinadhoo,0.5333,72.9333,28.07,78,100,5.71,MV,1690325176
306,garoua,9.3,13.4,25.64,80,100,1.47,CM,1690325065
307,holualoa,19.6228,-155.9522,26.54,82,40,4.12,US,1690325176
308,hawaiian paradise park,19.5933,-154.9731,27.8,80,100,3.6,US,1690325176
309,howard springs,-12.497,131.047,16.95,47,8,3.83,AU,1690325176
310,yichun,47.7,128.9,22.19,73,18,0.75,CN,1690325177
311,lapeer,43.0514,-83.3188,29.97,55,100,2.57,US,1690325090
312,kushiro,42.975,144.3747,27.53,78,0,1.54,JP,1690325177
313,santa maria,-29.6842,-53.8069,15.61,100,100,3.09,BR,1690325177
314,george town,5.4112,100.3354,26.96,89,20,1.03,MY,1690325026
315,san pedro del parana,-26.8333,-56.2,18.6,78,100,1.77,PY,1690325178
316,russkaya polyana,49.417,31.9201,22.9,66,72,8.75,UA,1690325178
317,mount gambier,-37.8333,140.7667,6.95,89,100,2.24,AU,1690325178
318,hamina,60.5697,27.1979,16.6,96,100,3.98,FI,1690325178
319,puerto colombia,10.9878,-74.9547,30.05,86,86,10.24,CO,1690325179
320,solnechnyy,50.7214,136.6319,20.42,96,99,0.93,RU,1690325179
321,touros,-5.1989,-35.4608,24.04,76,35,6.79,BR,1690325180
322,tanumah,27.1,44.1333,33.27,10,100,3.58,SA,1690325180
323,chengde,40.9725,117.9361,23.37,78,12,0.31,CN,1690325180
324,atherton,53.5237,-2.4935,14.38,84,16,2.35,GB,1690325180
325,malango,-2.9627,119.9001,17.51,93,23,1.23,ID,1690325180
326,datong,40.0936,113.2914,23.01,57,27,1.95,CN,1690325181
327,bandarbeyla,9.4942,50.8122,23.73,83,12,14.82,SO,1690325181
328,berekum,7.4534,-2.584,21.72,98,72,1.63,GH,1690325181
329,ballina,-28.8667,153.5667,13.21,77,91,3.12,AU,1690325181
330,luang namtha,20.9497,101.4011,22.18,95,54,0.43,LA,1690325182
331,thunder bay,48.4001,-89.3168,23.99,57,100,5.14,CA,1690324584
332,kangding,30.0513,101.9603,14.89,96,100,1.21,CN,1690325182
333,mata-utu,-13.2816,-176.1745,26.67,76,100,6.72,WF,1690325182
334,keflavik,64.0049,-22.5624,13.95,76,100,3.6,IS,1690325183
335,puerto aysen,-45.4,-72.7,4.89,100,99,1.44,CL,1690325183
336,julio de castilhos,-29.2269,-53.6817,16.28,94,100,2.35,BR,1690325183
337,tolanaro,-25.0319,46.9987,19.04,68,20,3.09,MG,1690325183
338,mutuali,-14.8706,37.0044,14.97,81,6,2.06,MZ,1690325183
339,dolores,-36.3132,-57.6792,9.09,94,100,2.65,AR,1690325035
340,naantali,60.4674,22.0243,16.59,94,0,0.51,FI,1690325184
341,mangrol,21.1167,70.1167,27.28,86,99,7.79,IN,1690325184
342,taltal,-25.4,-70.4833,15.74,77,55,1.73,CL,1690325184
343,galle,6.0367,80.217,25.82,86,100,3.95,LK,1690325185
344,brindisi,40.5833,17.6667,30.8,50,7,4.18,IT,1690325185
345,reyes,-14.3167,-67.3833,25.33,63,25,0.42,BO,1690325185
346,bonthe,7.5264,-12.505,24.58,90,100,1.77,SL,1690325185
347,peruibe,-24.32,-46.9983,19.46,75,0,1.62,BR,1690325186
348,afaahiti,-17.75,-149.2833,27.93,81,0,6.88,PF,1690325186
349,fisterra,42.9049,-9.2629,17.08,81,51,5.1,ES,1690325186
350,cruz alta,-28.6386,-53.6064,16.7,88,96,3.19,BR,1690325186
351,kruisfontein,-34.0033,24.7314,10.93,32,0,2.52,ZA,1690325187
352,palmer,42.1584,-72.3287,22.57,100,100,2.06,US,1690325187
353,sao joao da barra,-21.6403,-41.0511,23.05,89,45,6.83,BR,1690325187
354,polyarnyy,69.1989,33.4478,9.83,95,81,2.48,RU,1690325187
355,brigantine,39.4101,-74.3646,23.91,89,100,1.54,US,1690325187
356,paranhos,-23.8928,-55.4311,21.52,43,16,2.33,BR,1690325188
357,lazaro cardenas,17.9583,-102.2,30.08,69,97,3.81,MX,1690325188
358,cooma,-36.2333,149.1333,6.23,54,38,0.94,AU,1690325188
359,ust'-ilimsk,58.0006,102.6619,18.44,75,100,1.35,RU,1690325188
360,oranjemund,-28.55,16.4333,12.6,85,77,7.69,NA,1690325189
361,paran'ga,56.7039,49.4047,13.86,96,23,2.24,RU,1690325189
362,kokpekty,48.75,82.4,17.82,55,83,2.49,KZ,1690325189
363,nagqu,31.5,92.0,5.58,94,100,1.47,CN,1690325190
364,aykhal,66.0,111.5,17.66,65,100,4.08,RU,1690325191
365,san antonio de pale,-1.4014,5.6325,22.71,88,40,4.8,GQ,1690325191
366,luderitz,-26.6481,15.1594,12.16,92,44,1.92,NA,1690325192
367,la ronge,55.1001,-105.2842,24.14,41,75,6.69,CA,1690325192
368,bojnurd,37.4747,57.329,22.97,73,20,9.26,IR,1690325193
369,goz beida,13.95,20.55,29.59,49,75,4.76,TD,1690325193
370,azua,18.4532,-70.7349,31.44,60,100,2.61,DO,1690325193
371,ungsang-nodongjagu,42.3578,130.4622,23.79,82,94,0.54,KP,1690325194
372,karatuzskoye,53.6072,92.8667,13.84,97,65,1.49,RU,1690325194
373,invercargill,-46.4,168.35,7.19,79,72,5.2,NZ,1690325194
374,east florence,34.8095,-87.6495,33.82,56,20,4.12,US,1690325194
375,kambarka,56.2694,54.2062,15.73,92,100,1.97,RU,1690325195
376,inhambane,-23.865,35.3833,17.06,72,5,2.36,MZ,1690325195
377,nelson bay,-32.7167,152.15,12.22,98,6,2.24,AU,1690325195
378,godda,24.8333,87.2167,27.88,78,91,3.71,IN,1690325195
379,mariinsk,56.2139,87.7472,16.0,96,88,2.96,RU,1690325195
380,trenggalek,-8.05,111.7167,21.58,97,75,1.54,ID,1690325196
381,toba,34.4833,136.85,28.0,82,4,2.86,JP,1690325196
382,plastun,44.7561,136.2939,26.65,67,40,1.67,RU,1690325196
383,chibougamau,49.9168,-74.3659,22.79,43,40,3.39,CA,1690325196
384,genhe,50.7833,121.5167,18.03,89,24,0.56,CN,1690325197
385,vila velha,-20.3297,-40.2925,20.97,97,100,2.57,BR,1690325197
386,oum hadjer,13.2954,19.6966,30.91,50,100,5.2,TD,1690325197
387,qaqortoq,60.7167,-46.0333,6.14,89,81,0.25,GL,1690325197
388,mount isa,-20.7333,139.5,17.87,72,100,4.63,AU,1690325197
389,freetown,8.484,-13.2299,24.7,90,100,2.1,SL,1690325197
390,altai,46.3722,96.2583,12.32,43,31,0.67,MN,1690325198
391,wenchang,30.904,118.4887,26.68,87,100,0.94,CN,1690325198
392,baharly,38.4362,57.4316,30.64,47,0,2.31,TM,1690325198
393,sola,-13.8833,167.55,25.16,84,76,12.27,VU,1690325198
394,queenstown,-31.8976,26.8753,9.74,18,100,2.16,ZA,1690325199
395,robore,-18.3333,-59.75,25.22,35,11,1.72,BO,1690325199
396,olyokminsk,60.3736,120.4264,21.29,69,8,1.54,RU,1690325199
397,bei'an,24.5399,109.533,26.93,85,93,1.22,CN,1690325199
398,vicam,27.6333,-110.2833,36.76,45,0,6.4,MX,1690325199
399,port alfred,-33.5906,26.891,15.19,53,100,3.45,ZA,1690325150
400,faya-largeau,17.9257,19.1043,34.18,12,61,2.49,TD,1690325200
401,monticello,45.3055,-93.7941,34.97,43,0,3.09,US,1690325200
402,palikir - national government center,6.9248,158.1611,26.47,89,100,1.54,FM,1690325044
403,port douglas,-16.4833,145.4667,22.19,84,97,7.67,AU,1690325200
404,cururupu,-1.8283,-44.8683,23.86,87,85,1.47,BR,1690325200
405,katsuura,35.1333,140.3,27.45,80,47,2.92,JP,1690325201
406,carauari,-4.8828,-66.8958,27.51,52,10,0.35,BR,1690325201
407,nezhinka,51.7676,55.3694,17.09,94,0,0.0,RU,1690325201
408,pirae,-17.5167,-149.5333,29.01,79,75,7.6,PF,1690325201
409,tosontsengel,48.7567,98.2839,8.12,77,21,0.78,MN,1690325201
410,salekhard,66.53,66.6019,15.87,94,100,4.38,RU,1690325201
411,mammoth lakes,37.6485,-118.9721,28.4,21,40,11.32,US,1690325202
412,mbanza-ngungu,-5.25,14.8667,20.83,66,4,4.42,CD,1690325202
413,new norfolk,-42.7826,147.0587,13.82,72,100,4.37,AU,1690325202
414,calolbon,13.596,124.0991,28.0,82,100,10.58,PH,1690325202
415,bardai,11.65,7.2333,23.76,80,76,3.61,NG,1690325202
416,urumqi,43.801,87.6005,24.53,34,0,3.0,CN,1690324970
417,soba,10.9813,8.0575,21.26,91,12,2.65,NG,1690325203
418,tottori,35.5,134.2333,27.04,78,20,4.12,JP,1690325203
419,urengoy,65.9667,78.3667,18.56,70,84,4.72,RU,1690325203
420,igarka,67.4667,86.5833,17.17,75,15,3.11,RU,1690325204
421,northam,51.0333,-4.2167,12.44,90,14,1.58,GB,1690325204
422,dwarka,22.2394,68.9678,27.72,84,87,7.45,IN,1690325204
423,zhangye,38.9342,100.4517,24.45,36,100,5.96,CN,1690324949
424,chiredzi,-21.05,31.6667,15.39,77,58,1.63,ZW,1690325204
425,macon,39.8667,-88.9668,32.03,62,0,5.66,US,1690325204
426,la passe,45.5549,-0.8967,17.21,75,87,4.2,FR,1690325205
427,sovetskoye,52.2861,85.4131,15.38,72,66,1.64,RU,1690325205
428,vanimo,-2.6741,141.3028,25.77,88,99,2.41,PG,1690325205
429,tangalle,6.024,80.7911,25.08,87,100,4.13,LK,1690325205
430,usogorsk,63.4106,48.6872,12.03,97,94,1.08,RU,1690325205
431,coahuayana de hidalgo,18.7,-103.6583,30.21,67,87,1.55,MX,1690325206
432,puerto baquerizo moreno,-0.9,-89.6,26.55,78,20,4.63,EC,1690325206
433,kemi,65.8596,24.8228,11.87,94,0,2.06,FI,1690325206
434,priargunsk,50.3691,119.1012,19.35,81,93,1.76,RU,1690325206
435,hutchinson,38.0608,-97.9298,40.58,29,0,10.29,US,1690325139
436,bukama,-9.2,25.85,22.61,35,6,0.92,CD,1690325207
437,imperatriz,-5.5264,-47.4917,27.1,37,11,1.65,BR,1690325207
438,bay roberts,47.5999,-53.2648,20.86,93,79,1.18,CA,1690324938
439,borazjan,29.2666,51.2159,34.71,35,11,2.38,IR,1690325207
440,cockburn town,21.4612,-71.1419,28.77,80,21,8.25,TC,1690325158
441,al hasakah,36.5024,40.7477,31.47,21,0,2.41,SY,1690325208
442,qal'ah-ye shahr,35.5473,65.5676,17.06,36,12,1.47,AF,1690325209
443,pangody,65.85,74.4859,18.77,74,94,5.65,RU,1690325209
444,onega,63.9061,38.1404,10.94,97,59,2.16,RU,1690325209
445,escanaba,45.7453,-87.0646,25.7,83,0,4.63,US,1690325210
446,raja,8.4596,25.678,21.62,97,100,2.92,SS,1690325210
447,bikaner,28.0167,73.3,31.54,65,100,1.43,IN,1690325120
448,tamandare,-8.7597,-35.1047,23.57,85,88,3.4,BR,1690325210
449,berdigestyakh,62.0989,126.6992,18.42,42,7,3.18,RU,1690325210
450,nyurba,63.2842,118.3319,18.74,57,33,3.44,RU,1690325210
451,cedeira,43.6797,-8.0209,18.54,84,97,2.35,ES,1690325211
452,ishigaki,24.3448,124.1572,29.07,84,20,9.26,JP,1690325211
453,horta,38.5333,-28.6333,20.57,81,13,2.68,PT,1690325211
454,masaki-cho,33.7876,132.7112,30.08,71,20,2.57,JP,1690325212
455,xianyang,34.3378,108.7026,25.58,73,0,5.0,CN,1690325212
456,prince george,53.9166,-122.753,16.81,64,100,5.14,CA,1690325213
457,parauapebas,-6.0675,-49.9022,25.68,43,7,0.9,BR,1690325213
458,changde,29.0464,111.6783,24.3,96,100,1.88,CN,1690325215
459,redencao,-4.2258,-38.7306,22.54,85,20,0.9,BR,1690325215
460,gorontalo,0.5412,123.0595,25.88,83,87,3.13,ID,1690325216
461,margate,51.3813,1.3862,16.5,68,72,2.68,GB,1690324998
462,motueka,-41.1333,173.0167,8.94,51,42,3.45,NZ,1690325217
463,leczna,51.3012,22.8814,17.17,94,0,3.6,PL,1690325217
464,tateyama,34.9833,139.8667,27.16,80,27,2.01,JP,1690325217
465,kindu,-2.95,25.95,23.29,45,5,0.51,CD,1690325217
466,valparaiso,-33.0393,-71.6273,15.0,81,75,5.14,CL,1690325218
467,athol,42.5959,-72.2268,24.86,73,0,3.09,US,1690325218
468,acarau,-2.8856,-40.12,25.96,77,6,7.35,BR,1690325218
469,nakskov,54.8373,11.1284,14.5,75,7,7.46,DK,1690325218
470,sawakin,19.1059,37.3321,34.25,32,60,1.35,SD,1690325218
471,karratha,-20.7377,116.8463,17.62,77,14,5.46,AU,1690325219
472,road town,18.4167,-64.6167,27.05,88,40,1.54,VG,1690325081
473,antofagasta,-23.65,-70.4,17.6,86,34,1.98,CL,1690324947
474,santo antonio,-6.3106,-35.4789,20.91,87,99,4.42,BR,1690325219
475,luena,-11.7833,19.9167,18.1,48,5,2.06,AO,1690325219
476,kimbe,-5.5502,150.1429,28.63,64,76,4.71,PG,1690325220
477,dabat,12.9842,37.765,13.1,89,100,1.44,ET,1690325220
478,el granada,37.5027,-122.4694,34.95,68,0,9.26,US,1690325220
479,ugoofaaru,5.6667,73.0,27.78,78,100,3.68,MV,1690325220
480,bac lieu,9.285,105.7244,25.5,91,98,3.88,VN,1690325220
481,chardara,41.2547,67.9692,26.96,25,0,4.48,KZ,1690325221
482,nairn,57.5809,-3.8797,12.95,87,75,0.0,GB,1690325221
483,tongren,27.7172,109.1853,24.58,98,99,0.92,CN,1690325221
484,wuwei,37.9281,102.6414,25.99,25,100,3.69,CN,1690325221
485,palo santo,-25.5633,-59.3378,16.71,74,100,1.29,AR,1690325221
486,talara,-4.5772,-81.2719,28.42,57,0,7.2,PE,1690325222
487,szczecinek,53.7079,16.6994,11.34,93,71,1.96,PL,1690325227
488,alaghsas,17.0187,8.0168,34.9,26,99,5.84,NE,1690325227
489,sanawad,22.1833,76.0667,25.97,90,98,5.07,IN,1690325227
490,la sarre,48.8002,-79.1996,22.64,55,82,1.59,CA,1690325228
491,olinda,-8.0089,-34.8553,24.85,88,40,4.12,BR,1690325228
492,smithers,54.7804,-127.1743,16.18,77,75,3.09,CA,1690324990
493,mchinji,-13.7984,32.8802,12.43,51,4,1.75,MW,1690325228
494,ryotsu-minato,38.0833,138.4333,27.72,78,4,2.09,JP,1690325228
495,usinsk,65.9939,57.5281,14.53,82,95,2.9,RU,1690325229
496,ironwood,46.4547,-90.171,30.45,48,0,3.6,US,1690325229
497,melekeok village,7.4957,134.6367,27.31,89,100,3.09,PW,1690325229
498,mandalgovi,45.7625,106.2708,15.75,73,12,5.78,MN,1690325229
499,antigonish,45.6169,-61.9986,27.64,58,2,4.52,CA,1690325230
500,praia da vitoria,38.7333,-27.0667,22.14,88,40,4.33,PT,1690325230
501,zarate,-34.0981,-59.0286,12.68,10,100,2.37,AR,1690325103
502,timbuktu,16.7735,-3.0074,31.38,43,86,3.46,ML,1690325230
503,richfield,44.8833,-93.283,34.53,49,75,5.66,US,1690325231
504,tsetserleg,47.475,101.4542,10.03,81,78,2.52,MN,1690325231
505,caister-on-sea,52.6481,1.7265,14.13,74,62,3.36,GB,1690325231
506,catio,11.2833,-15.25,25.29,91,100,2.9,GW,1690325231
507,ola,59.5833,151.2833,14.72,83,46,2.22,RU,1690325130
508,andilamena,-17.0167,48.5833,12.8,98,32,1.67,MG,1690325232
509,opuwo,-18.0607,13.84,16.19,35,1,1.38,NA,1690325232
510,chonchi,-42.6128,-73.8092,8.56,95,80,1.2,CL,1690325232
511,rikaze,29.25,88.8833,11.08,80,100,1.55,CN,1690325233
512,nouadhibou,20.931,-17.0347,21.99,78,56,7.72,MR,1690325233
513,stephenville,32.2207,-98.2023,40.14,18,0,3.6,US,1690325233
514,khadan khak,30.7477,67.7085,20.6,75,65,0.36,PK,1690325233
515,puerto bolivar,-3.2667,-79.9833,29.0,74,100,4.47,EC,1690325234
516,doka,13.5167,35.7667,24.63,80,99,3.47,SD,1690325234
517,feodosiya,45.0333,35.3833,23.01,67,0,4.02,UA,1690325234
518,isangel,-19.55,169.2667,22.06,78,75,1.03,VU,1690325234
519,tayaman,13.2295,120.5726,27.78,85,100,8.64,PH,1690325235
520,yura,-16.2522,-71.6797,16.29,27,0,2.57,PE,1690325235
521,rongelap,11.1635,166.8941,28.6,77,93,7.66,MH,1690325235
522,itaituba,-4.2761,-55.9836,27.12,48,5,0.24,BR,1690325235
523,mpika,-11.8343,31.4529,11.46,58,42,1.57,ZM,1690325235
524,butia,-30.1197,-51.9622,16.28,98,99,1.25,BR,1690325236
525,sangsong-ni,39.1694,126.8856,23.78,93,98,2.2,KP,1690325236
526,amga,60.8953,131.9608,21.2,55,0,2.25,RU,1690325236
527,andergrove,-21.0833,149.1833,20.91,78,36,10.07,AU,1690324985
528,fauske,67.2588,15.3918,17.1,77,100,2.51,NO,1690325237
529,hun,29.1268,15.9477,32.45,16,0,1.76,LY,1690325238
530,newcastle,-32.9272,151.7765,12.58,92,40,4.63,AU,1690324958
531,canico,32.6333,-16.85,22.78,87,75,2.57,PT,1690325238
532,hammerfest,70.6634,23.6821,11.25,87,20,2.06,NO,1690325239
533,yeniseysk,58.4497,92.1703,16.58,98,71,1.0,RU,1690325239
534,altamira,-3.2033,-52.2064,26.05,89,0,0.0,BR,1690325239
535,lautoka,-17.6167,177.4667,22.92,83,75,1.54,FJ,1690325084
536,yemetsk,63.4721,41.7941,13.22,88,81,1.86,RU,1690325240
537,cabinda,-5.55,12.2,21.08,94,0,1.54,AO,1690325240
538,rawah,34.4816,41.9093,32.24,21,0,3.79,IQ,1690325241
539,kalabo,-14.97,22.6814,15.22,30,92,2.18,ZM,1690325241
540,quellon,-43.1167,-73.6167,9.14,87,100,1.03,CL,1690325241
541,charlestown,-32.95,151.6667,12.6,88,1,0.89,AU,1690325242
542,tadine,-21.55,167.8833,20.96,58,90,8.77,NC,1690325242
543,nikolayevsk-on-amure,53.1406,140.73,22.77,72,83,1.06,RU,1690325242
544,rumonge,-3.9736,29.4386,23.03,58,0,1.77,BI,1690325242
545,vilyuysk,63.7553,121.6247,17.91,48,34,2.56,RU,1690325242
546,podgornoye,51.735,39.1496,19.12,82,0,2.0,RU,1690325243
547,dolinsk,47.35,142.8,22.28,80,77,2.17,RU,1690325243
548,mstsislaw,54.0192,31.7257,16.96,92,71,0.96,BY,1690325243
549,sakata,38.9167,139.855,26.1,89,75,2.06,JP,1690325243
550,luba,3.4568,8.5547,24.94,88,100,1.73,GQ,1690325244
551,adam,22.3756,57.5233,28.21,66,100,2.98,OM,1690325244
552,nova vicosa,-17.8919,-39.3719,21.74,90,54,4.59,BR,1690325036
553,khorixas,-20.3667,14.9667,13.37,57,0,1.74,NA,1690325244
554,pisco,-13.7,-76.2167,21.03,68,0,7.72,PE,1690325244
555,hillsborough,37.5741,-122.3794,34.6,66,20,9.26,US,1690325245
556,muisne,0.6,-80.0333,25.56,84,93,3.64,EC,1690325245
557,igrim,63.1906,64.4162,15.32,97,100,1.62,RU,1690325245
558,ranchettes,41.2186,-104.7903,32.94,21,0,7.2,US,1690325245
559,tazacorte,28.629,-17.9293,23.54,77,0,5.66,ES,1690325246
560,agde,43.3108,3.4758,21.92,45,79,7.2,FR,1690325246
561,labuan,5.2767,115.2417,25.2,94,20,0.0,MY,1690324694
562,alo,7.4178,6.7371,24.0,96,92,1.49,NG,1690325246
563,ambato boeny,-16.4667,46.7167,21.1,74,64,1.98,MG,1690325246
564,yarmouth,41.7057,-70.2286,26.09,78,0,4.12,US,1690325247
565,porto-vecchio,41.591,9.2795,24.74,50,0,12.35,FR,1690325247
566,murzuq,25.9155,13.9184,33.04,13,10,5.16,LY,1690325247
567,blackwater,-23.5833,148.8833,17.05,100,0,8.28,AU,1690325247
568,yangliuqing,39.1375,116.9997,26.97,74,0,1.43,CN,1690325247
569,ma'an,26.9775,110.7211,24.47,92,91,0.53,CN,1690325248
570,merrill,45.1805,-89.6835,31.17,48,40,3.6,US,1690325248
571,el nido,11.1858,119.3956,27.5,83,100,9.56,PH,1690325248
